Week,IsReturn,TotalOrders,ReturnCount,ReturnRate,ReturnRate_Diff_1,ReturnRate_Accel,ReturnRate_Lag_1,ReturnRate_Lag_2,ReturnRate_Lag_4,ReturnRate_Lag_8,ReturnRate_Lag_12,ReturnRate_RollMean_4,ReturnRate_RollStd_4,ReturnRate_RollMax_4,ReturnRate_RollMean_8,ReturnRate_RollStd_8,ReturnRate_RollMax_8,ReturnRate_RollMean_12,ReturnRate_RollStd_12,ReturnRate_RollMax_12,WeekOfYear,Week_Sin,Week_Cos,Cat_Apparel & Accessories,Cat_Bags & Storage,Cat_Gifts & Stationery,Cat_Holiday,Cat_Home Decor,Cat_Kitchenware,Cat_Miscellaneous
2010-05-24,0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06676136363636365,0.14507324972683489,0.4090909090909091,0.04847582972582972,0.11948718941820421,0.4090909090909091,21,0.5680647467311558,-0.8229838658936564,True,False,False,False,False,False,False
2010-05-31,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06676136363636365,0.14507324972683489,0.4090909090909091,0.04847582972582972,0.11948718941820421,0.4090909090909091,22,0.46472317204376906,-0.8854560256532096,True,False,False,False,False,False,False
2010-06-07,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0476190476190476,0.0,0.0,0.0,0.06676136363636365,0.14507324972683489,0.4090909090909091,0.04847582972582972,0.11948718941820421,0.4090909090909091,23,0.35460488704253584,-0.9350162426854147,True,False,False,False,False,False,False
2010-06-14,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.05113636363636364,0.14463547796997564,0.4090909090909091,0.04450757575757577,0.12030615502391855,0.4090909090909091,24,0.23931566428755768,-0.970941817426052,True,False,False,False,False,False,False
2010-06-21,1,30,1,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04450757575757577,0.12030615502391855,0.4090909090909091,25,0.12053668025532308,-0.992708874098054,True,False,False,False,False,False,False
2010-06-28,0,22,0,0.0,-0.0333333333333333,-0.0666666666666666,0.0333333333333333,0.0,0.0,0.0,0.0,0.008333333333333325,0.016666666666666653,0.0333333333333333,0.004166666666666662,0.011785113019775608,0.0333333333333333,0.047285353535353535,0.11956764046284624,0.4090909090909091,26,-3.216245299353273e-16,-1.0,True,False,False,False,False,False,False
2010-07-05,0,27,0,0.0,0.0,0.0333333333333333,0.0,0.0333333333333333,0.0,0.0,0.125,0.008333333333333325,0.016666666666666653,0.0333333333333333,0.004166666666666662,0.011785113019775608,0.0333333333333333,0.047285353535353535,0.11956764046284624,0.4090909090909091,27,-0.12053668025532283,-0.992708874098054,True,False,False,False,False,False,False
2010-07-12,1,34,1,0.0294117647058823,0.0294117647058823,0.0294117647058823,0.0,0.0,0.0,0.0,0.4090909090909091,0.008333333333333325,0.016666666666666653,0.0333333333333333,0.004166666666666662,0.011785113019775608,0.0333333333333333,0.03686868686868686,0.11761063733387468,0.4090909090909091,28,-0.23931566428755743,-0.9709418174260521,True,False,False,False,False,False,False
2010-07-19,0,23,0,0.0,-0.0294117647058823,-0.0588235294117646,0.0294117647058823,0.0,0.0333333333333333,0.0,0.0,0.0156862745098039,0.01818356567744254,0.0333333333333333,0.00784313725490195,0.014560438563996508,0.0333333333333333,0.005228758169934633,0.012240335966235236,0.0333333333333333,29,-0.3546048870425356,-0.9350162426854148,True,False,False,False,False,False,False
2010-07-26,1,29,1,0.0344827586206896,0.0344827586206896,0.0638945233265719,0.0,0.0294117647058823,0.0,0.0,0.0,0.007352941176470575,0.014705882352941155,0.0294117647058823,0.00784313725490195,0.014560438563996508,0.0333333333333333,0.005228758169934633,0.012240335966235236,0.0333333333333333,30,-0.46472317204376806,-0.8854560256532101,True,False,False,False,False,False,False
2010-08-02,0,30,0,0.0,-0.0344827586206896,-0.0689655172413792,0.0344827586206896,0.0,0.0,0.0,0.0,0.015973630831642976,0.0185605766561321,0.0344827586206896,0.01215348208248815,0.016833498246409586,0.0344827586206896,0.008102321388325433,0.014701429472121786,0.0344827586206896,31,-0.5680647467311556,-0.8229838658936566,True,False,False,False,False,False,False
2010-08-09,1,26,1,0.0384615384615384,0.0384615384615384,0.072944297082228,0.0,0.0344827586206896,0.0294117647058823,0.0,0.0,0.015973630831642976,0.0185605766561321,0.0344827586206896,0.01215348208248815,0.016833498246409586,0.0344827586206896,0.008102321388325433,0.014701429472121786,0.0344827586206896,32,-0.663122658240795,-0.7485107481711013,True,False,False,False,False,False,False
2010-08-16,0,29,0,0.0,-0.0384615384615384,-0.0769230769230768,0.0384615384615384,0.0,0.0,0.0333333333333333,0.0,0.018236074270557,0.021119761391613444,0.0384615384615384,0.01696117439018045,0.0182954408981094,0.0384615384615384,0.011307449593453632,0.016815070625225487,0.0384615384615384,33,-0.7485107481711011,-0.6631226582407952,True,False,False,False,False,False,False
2010-08-23,1,34,1,0.0294117647058823,0.0294117647058823,0.0678733031674207,0.0,0.0384615384615384,0.0344827586206896,0.0,0.0,0.018236074270557,0.021119761391613444,0.0384615384615384,0.012794507723513787,0.017823768492577,0.0384615384615384,0.011307449593453632,0.016815070625225487,0.0384615384615384,34,-0.8229838658936564,-0.5680647467311559,True,False,False,False,False,False,False
2010-08-30,7,25,7,0.28,0.2505882352941177,0.22117647058823542,0.0294117647058823,0.0,0.0,0.0,0.0,0.016968325791855175,0.019938618501360892,0.0384615384615384,0.016470978311749075,0.01784100164060548,0.0384615384615384,0.013758429985610492,0.017157115545434524,0.0384615384615384,35,-0.8854560256532096,-0.4647231720437691,True,False,False,False,False,False,False
2010-09-06,2,28,2,0.0714285714285714,-0.20857142857142863,-0.45915966386554635,0.28,0.0294117647058823,0.0384615384615384,0.0294117647058823,0.0,0.08696832579185518,0.12973098200993927,0.28,0.05147097831174908,0.09381163613646316,0.28,0.03709176331894382,0.07827688537664818,0.28,36,-0.9350162426854147,-0.3546048870425359,True,False,False,False,False,False,False
2010-09-13,0,25,0,0.0,-0.0714285714285714,0.13714285714285723,0.0714285714285714,0.28,0.0,0.0,0.0333333333333333,0.09521008403361343,0.1266323448843012,0.28,0.056723079152085215,0.09357608182986873,0.28,0.043044144271324775,0.07791488715490637,0.28,37,-0.970941817426052,-0.23931566428755774,True,False,False,False,False,False,False
2010-09-20,0,30,0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0294117647058823,0.0344827586206896,0.0,0.09521008403361343,0.1266323448843012,0.28,0.056723079152085215,0.09357608182986873,0.28,0.040266366493547,0.07888076845834209,0.28,38,-0.992708874098054,-0.12053668025532357,True,False,False,False,False,False,False
2010-09-27,0,30,0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.08785714285714286,0.13244688320511097,0.28,0.052412734324499013,0.09552084656937081,0.28,0.040266366493547,0.07888076845834209,0.28,39,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False
2010-10-04,3,43,3,0.0697674418604651,0.0697674418604651,0.0697674418604651,0.0,0.0,0.0714285714285714,0.0384615384615384,0.0294117647058823,0.01785714285714285,0.035714285714285726,0.0714285714285714,0.052412734324499013,0.09552084656937081,0.28,0.040266366493547,0.07888076845834209,0.28,40,-0.992708874098054,0.1205366802553232,True,False,False,False,False,False,False
2010-10-11,1,45,1,0.0222222222222222,-0.0475452196382429,-0.117312661498708,0.0697674418604651,0.0,0.0,0.0,0.0,0.017441860465116275,0.03488372093023258,0.0697674418604651,0.05632597224936485,0.09550891317007636,0.28,0.043629339589762235,0.0792353846400651,0.28,41,-0.9709418174260521,0.23931566428755738,True,False,False,False,False,False,False
2010-10-18,2,44,2,0.0454545454545454,0.0232323232323232,0.0707775428705661,0.0222222222222222,0.0697674418604651,0.0,0.0294117647058823,0.0344827586206896,0.022997416020671825,0.032892747578231685,0.0697674418604651,0.05910375002714263,0.09394708973331758,0.28,0.04548119144161408,0.0783780471973812,0.28,42,-0.9350162426854148,0.35460488704253557,True,False,False,False,False,False,False
2010-10-25,4,31,4,0.1290322580645161,0.0835777126099707,0.060345389377647496,0.0454545454545454,0.0222222222222222,0.0,0.28,0.0,0.03436105238430817,0.030026161497921908,0.0697674418604651,0.061109097620725514,0.09339234071294387,0.28,0.046395507011102066,0.07830204027133358,0.28,43,-0.8854560256532101,0.464723172043768,True,False,False,False,False,False,False
2010-11-01,1,50,1,0.02,-0.1090322580645161,-0.1926099706744868,0.1290322580645161,0.0454545454545454,0.0697674418604651,0.0714285714285714,0.0384615384615384,0.0666191169004372,0.0459141789341011,0.1290322580645161,0.042238129878790026,0.04614623699102149,0.1290322580645161,0.057148195183145074,0.08018849981928002,0.28,44,-0.822983865893657,0.5680647467311548,True,False,False,False,False,False,False
2010-11-08,0,57,0,0.0,-0.02,0.08903225806451609,0.02,0.1290322580645161,0.0222222222222222,0.0,0.0,0.054177256435320925,0.05121381983009065,0.1290322580645161,0.035809558450218604,0.04506846635438988,0.1290322580645161,0.055609733644683544,0.08075470458290979,0.28,45,-0.7485107481711011,0.6631226582407952,True,False,False,False,False,False,False
2010-11-15,0,45,0,0.0,0.0,0.02,0.0,0.02,0.0454545454545454,0.0,0.0294117647058823,0.048621700879765375,0.05674257701215703,0.1290322580645161,0.035809558450218604,0.04506846635438988,0.1290322580645161,0.055609733644683544,0.08075470458290979,0.28,46,-0.6631226582407955,0.7485107481711007,True,False,False,False,False,False,False
2010-11-22,0,49,0,0.0,0.0,0.0,0.0,0.0,0.1290322580645161,0.0,0.28,0.03725806451612902,0.06190495439320872,0.1290322580645161,0.035809558450218604,0.04506846635438988,0.1290322580645161,0.05315875325252669,0.08205794331719328,0.28,47,-0.5680647467311559,0.8229838658936564,True,False,False,False,False,False,False
2010-11-29,0,50,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0697674418604651,0.0714285714285714,0.005000000000000007,0.009999999999999967,0.02,0.035809558450218604,0.04506846635438988,0.1290322580645161,0.02982541991919335,0.041455491098072825,0.1290322580645161,48,-0.4647231720437684,0.88545602565321,True,False,False,False,False,False,False
2010-12-06,1,45,1,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.027088628217660463,0.044302396346802025,0.1290322580645161,0.023873038966812397,0.04004281635020999,0.1290322580645161,49,-0.35460488704253595,0.9350162426854147,True,False,False,False,False,False,False
2010-12-13,0,29,0,0.0,-0.0222222222222222,-0.0444444444444444,0.0222222222222222,0.0,0.0,0.0454545454545454,0.0,0.005555555555555557,0.011111111111111072,0.0222222222222222,0.027088628217660463,0.044302396346802025,0.1290322580645161,0.025724890818664248,0.03934619017812141,0.1290322580645161,50,-0.2393156642875578,0.970941817426052,True,False,False,False,False,False,False
2010-12-20,1,12,1,0.0833333333333333,0.0833333333333333,0.1055555555555555,0.0,0.0222222222222222,0.0,0.1290322580645161,0.0,0.005555555555555557,0.011111111111111072,0.0222222222222222,0.021406810035842286,0.0445246940383112,0.1290322580645161,0.025724890818664248,0.03934619017812141,0.1290322580645161,51,-0.12053668025532363,0.992708874098054,True,False,False,False,False,False,False
2011-01-03,0,22,0,0.0,-0.0833333333333333,-0.1666666666666666,0.0833333333333333,0.0,0.0,0.02,0.0697674418604651,0.026388888888888882,0.0393817968854384,0.0833333333333333,0.01569444444444444,0.02895253976912712,0.0833333333333333,0.03266933526310869,0.041677995539931345,0.1290322580645161,1,0.12053668025532305,0.992708874098054,True,False,False,False,False,False,False
2011-01-10,0,23,0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0222222222222222,0.0,0.0222222222222222,0.026388888888888882,0.0393817968854384,0.0833333333333333,0.013194444444444441,0.02938786117565742,0.0833333333333333,0.026855381774736592,0.04089120790800994,0.1290322580645161,2,0.23931566428755774,0.970941817426052,True,False,False,False,False,False,False
2011-01-17,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.020833333333333332,0.04166666666666666,0.0833333333333333,0.013194444444444441,0.02938786117565742,0.0833333333333333,0.025003529922884748,0.04161685937365283,0.1290322580645161,3,0.3546048870425356,0.9350162426854148,True,False,False,False,False,False,False
2011-01-24,0,23,0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.1290322580645161,0.020833333333333332,0.04166666666666666,0.0833333333333333,0.013194444444444441,0.02938786117565742,0.0833333333333333,0.021215651135005963,0.04165480326900955,0.1290322580645161,4,0.4647231720437685,0.8854560256532099,True,False,False,False,False,False,False
2011-01-31,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.013194444444444441,0.02938786117565742,0.0833333333333333,0.010462962962962953,0.02435455618633389,0.0833333333333333,5,0.5680647467311558,0.8229838658936564,True,False,False,False,False,False,False
2011-02-07,1,17,1,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.013194444444444441,0.02938786117565742,0.0833333333333333,0.008796296296296286,0.0243268905881227,0.0833333333333333,6,0.6631226582407952,0.7485107481711011,True,False,False,False,False,False,False
2011-02-14,0,17,0,0.0,-0.0588235294117647,-0.1176470588235294,0.0588235294117647,0.0,0.0,0.0,0.0,0.014705882352941181,0.02941176470588235,0.0588235294117647,0.017769607843137254,0.033548643476323144,0.0833333333333333,0.013698257080610012,0.02803694357099901,0.0833333333333333,7,0.7485107481711011,0.6631226582407953,True,False,False,False,False,False,False
2011-02-21,0,19,0,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,0.0833333333333333,0.0,0.014705882352941181,0.02941176470588235,0.0588235294117647,0.017769607843137254,0.033548643476323144,0.0833333333333333,0.013698257080610012,0.02803694357099901,0.0833333333333333,8,0.8229838658936564,0.5680647467311559,True,False,False,False,False,False,False
2011-02-28,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941181,0.02941176470588235,0.0588235294117647,0.007352941176470591,0.02079725827019246,0.0588235294117647,0.013698257080610012,0.02803694357099901,0.0833333333333333,9,0.8854560256532099,0.4647231720437686,True,False,False,False,False,False,False
2011-03-07,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0222222222222222,0.014705882352941181,0.02941176470588235,0.0588235294117647,0.007352941176470591,0.02079725827019246,0.0588235294117647,0.013698257080610012,0.02803694357099901,0.0833333333333333,10,0.9350162426854148,0.35460488704253557,True,False,False,False,False,False,False
2011-03-14,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470591,0.02079725827019246,0.0588235294117647,0.011846405228758163,0.028156388351126202,0.0833333333333333,11,0.970941817426052,0.23931566428755804,True,False,False,False,False,False,False
2011-03-21,2,25,2,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.007352941176470591,0.02079725827019246,0.0588235294117647,0.011846405228758163,0.028156388351126202,0.0833333333333333,12,0.992708874098054,0.120536680255323,True,False,False,False,False,False,False
2011-03-28,0,24,0,0.0,-0.08,-0.16,0.08,0.0,0.0,0.0,0.0,0.020000000000000007,0.04000000000000001,0.08,0.017352941176470592,0.032626043656354235,0.08,0.011568627450980385,0.027393114462085026,0.08,13,1.0,-1.6081226496766366e-16,True,False,False,False,False,False,False
2011-04-04,0,18,0,0.0,0.0,0.08,0.0,0.08,0.0,0.0588235294117647,0.0,0.020000000000000007,0.04000000000000001,0.08,0.017352941176470592,0.032626043656354235,0.08,0.011568627450980385,0.027393114462085026,0.08,14,0.992708874098054,-0.12053668025532288,True,False,False,False,False,False,False
2011-04-11,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000007,0.04000000000000001,0.08,0.010000000000000004,0.028284271247461818,0.08,0.011568627450980385,0.027393114462085026,0.08,15,0.9709418174260521,-0.2393156642875575,True,False,False,False,False,False,False
2011-04-18,0,13,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.020000000000000007,0.04000000000000001,0.08,0.010000000000000002,0.028284271247461818,0.08,0.011568627450980385,0.027393114462085026,0.08,16,0.9350162426854148,-0.35460488704253545,True,False,False,False,False,False,False
2011-04-25,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.028284271247461818,0.08,0.011568627450980385,0.027393114462085026,0.08,17,0.8854560256532099,-0.4647231720437685,True,False,False,False,False,False,False
2011-05-02,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.010000000000000002,0.028284271247461818,0.08,0.011568627450980385,0.027393114462085026,0.08,18,0.8229838658936565,-0.5680647467311557,True,False,False,False,False,False,False
2011-05-09,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.028284271247461818,0.08,0.006666666666666662,0.02309401076758501,0.08,19,0.7485107481711013,-0.663122658240795,True,False,False,False,False,False,False
2011-05-16,1,27,1,0.037037037037037,0.037037037037037,0.037037037037037,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.010000000000000002,0.028284271247461818,0.08,0.006666666666666661,0.02309401076758501,0.08,20,0.6631226582407952,-0.7485107481711012,True,False,False,False,False,False,False
2011-05-23,0,16,0,0.0,-0.037037037037037,-0.074074074074074,0.037037037037037,0.0,0.0,0.0,0.0,0.009259259259259257,0.018518518518518493,0.037037037037037,0.0046296296296296285,0.013094570021972911,0.037037037037037,0.009753086419753079,0.024551004008258503,0.08,21,0.5680647467311558,-0.8229838658936564,True,False,False,False,False,False,False
2011-05-30,1,20,1,0.05,0.05,0.087037037037037,0.0,0.037037037037037,0.0,0.0,0.0,0.009259259259259257,0.018518518518518493,0.037037037037037,0.0046296296296296285,0.013094570021972911,0.037037037037037,0.009753086419753079,0.024551004008258503,0.08,22,0.46472317204376906,-0.8854560256532096,True,False,False,False,False,False,False
2011-06-06,1,24,1,0.0416666666666666,-0.008333333333333401,-0.058333333333333404,0.05,0.0,0.0,0.0,0.0,0.021759259259259256,0.02567671226641121,0.05,0.010879629629629628,0.020440895232909578,0.05,0.013919753086419745,0.02687788513163011,0.08,23,0.35460488704253584,-0.9350162426854147,True,False,False,False,False,False,False
2011-06-13,0,16,0,0.0,-0.0416666666666666,-0.0333333333333332,0.0416666666666666,0.05,0.037037037037037,0.0,0.08,0.032175925925925906,0.022111025807888093,0.05,0.016087962962962953,0.022479428072327383,0.05,0.01739197530864196,0.027597897749247303,0.08,24,0.23931566428755768,-0.970941817426052,True,False,False,False,False,False,False
2011-06-20,0,21,0,0.0,0.0,0.0416666666666666,0.0,0.0416666666666666,0.0,0.0,0.0,0.022916666666666655,0.026679684322636874,0.05,0.016087962962962953,0.022479428072327383,0.05,0.010725308641975295,0.019603956646105872,0.05,25,0.12053668025532308,-0.992708874098054,True,False,False,False,False,False,False
2011-06-27,0,18,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.022916666666666655,0.026679684322636874,0.05,0.016087962962962953,0.022479428072327383,0.05,0.010725308641975295,0.019603956646105872,0.05,26,-3.216245299353273e-16,-1.0,True,False,False,False,False,False,False
2011-07-04,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.010416666666666657,0.020833333333333294,0.0416666666666666,0.016087962962962953,0.022479428072327383,0.05,0.010725308641975295,0.019603956646105872,0.05,27,-0.12053668025532283,-0.992708874098054,True,False,False,False,False,False,False
2011-07-11,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.016087962962962953,0.022479428072327383,0.05,0.010725308641975295,0.019603956646105872,0.05,28,-0.23931566428755743,-0.9709418174260521,True,False,False,False,False,False,False
2011-07-18,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011458333333333327,0.021333286830306334,0.05,0.010725308641975295,0.019603956646105872,0.05,29,-0.3546048870425356,-0.9350162426854148,True,False,False,False,False,False,False
2011-07-25,0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.011458333333333327,0.021333286830306334,0.05,0.010725308641975295,0.019603956646105872,0.05,30,-0.46472317204376806,-0.8854560256532101,True,False,False,False,False,False,False
2011-08-01,1,13,1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.005208333333333329,0.014731391274719554,0.0416666666666666,0.010725308641975295,0.019603956646105872,0.05,31,-0.5680647467311556,-0.8229838658936566,True,False,False,False,False,False,False
2011-08-08,1,23,1,0.0434782608695652,-0.0334448160535117,-0.1103678929765886,0.0769230769230769,0.0,0.0,0.0,0.037037037037037,0.019230769230769232,0.038461538461538464,0.0769230769230769,0.009615384615384616,0.027196414661020962,0.0769230769230769,0.017135565052231704,0.026970492143344658,0.0769230769230769,32,-0.663122658240795,-0.7485107481711013,True,False,False,False,False,False,False
2011-08-15,0,17,0,0.0,-0.0434782608695652,-0.010033444816053505,0.0434782608695652,0.0769230769230769,0.0,0.0,0.0,0.030100334448160532,0.03734255122507075,0.0769230769230769,0.015050167224080266,0.029265920365243205,0.0769230769230769,0.017672333704942384,0.02746219467446533,0.0769230769230769,33,-0.7485107481711011,-0.6631226582407952,True,False,False,False,False,False,False
2011-08-22,1,33,1,0.0303030303030303,0.0303030303030303,0.0737812911725955,0.0,0.0434782608695652,0.0,0.0,0.05,0.030100334448160532,0.03734255122507075,0.0769230769230769,0.015050167224080266,0.029265920365243205,0.0769230769230769,0.017672333704942384,0.02746219467446533,0.0769230769230769,34,-0.8229838658936564,-0.5680647467311559,True,False,False,False,False,False,False
2011-08-29,0,28,0,0.0,-0.0303030303030303,-0.0606060606060606,0.0303030303030303,0.0,0.0769230769230769,0.0,0.0416666666666666,0.037676092023918105,0.03187392317827103,0.0769230769230769,0.018838046011959052,0.02899954865834102,0.0769230769230769,0.016030919563528246,0.02589843642803256,0.0769230769230769,35,-0.8854560256532096,-0.4647231720437691,True,False,False,False,False,False,False
2011-09-05,0,29,0,0.0,0.0,0.0303030303030303,0.0,0.0303030303030303,0.0434782608695652,0.0,0.0,0.018445322793148883,0.021967499341940804,0.0434782608695652,0.018838046011959052,0.02899954865834102,0.0769230769230769,0.012558697341306027,0.024923778405690503,0.0769230769230769,36,-0.9350162426854147,-0.3546048870425359,True,False,False,False,False,False,False
2011-09-12,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757582,0.015151515151515131,0.0303030303030303,0.018838046011959052,0.02899954865834102,0.0769230769230769,0.012558697341306027,0.024923778405690503,0.0769230769230769,37,-0.970941817426052,-0.23931566428755774,True,False,False,False,False,False,False
